Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Trey Jemison,LAL,WAS,W,17.65,2,6,0.333,0,0,0.0,0,0,0.0,1,4,5,1,0,2,2,6,4,0.2,2025-01-30
Brice Sensabaugh,UTA,MIN,L,14.93,1,5,0.2,1,4,0.25,0,0,0.0,0,1,1,0,1,0,1,0,3,0.2,2025-01-30
Keaton Wallace,ATL,CLE,L,16.15,1,5,0.2,0,4,0.0,0,0,0.0,0,0,0,3,1,0,1,2,2,0.2,2025-01-30
Emoni Bates,CLE,ATL,W,3.7,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,2025-01-30
Jaden McDaniels,MIN,UTA,W,30.78,1,4,0.25,0,2,0.0,2,2,1.0,0,4,4,1,0,0,2,4,4,-0.1,2025-01-30
Larry Nance Jr.,ATL,CLE,L,15.15,0,5,0.0,0,2,0.0,0,0,0.0,1,4,5,2,0,0,0,0,0,-0.2,2025-01-30
Donovan Clingan,POR,ORL,W,7.73,0,1,0.0,0,0,0.0,0,0,0.0,2,1,3,1,0,0,0,5,0,-0.3,2025-01-30
Jett Howard,ORL,POR,L,4.8,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,1,0,-0.4,2025-01-30
Carlton Carrington,WAS,LAL,L,21.77,1,8,0.125,0,5,0.0,0,0,0.0,0,1,1,6,0,0,1,2,2,-0.5,2025-01-30
David Roddy,ATL,CLE,L,3.7,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2025-01-30
JT Thor,CLE,ATL,W,3.7,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2025-01-30
Duop Reath,POR,ORL,W,3.8,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1.1,2025-01-30
Trevelin Queen,ORL,POR,L,6.22,1,3,0.333,0,2,0.0,0,0,0.0,0,0,0,0,0,0,1,2,2,-1.5,2025-01-30
Anthony Black,ORL,POR,L,18.83,0,3,0.0,0,1,0.0,0,0,0.0,1,1,2,1,0,0,2,2,0,-3.2,2025-01-30
GG Jackson II,MEM,HOU,W,9.37,0,5,0.0,0,3,0.0,0,0,0.0,0,0,0,0,0,1,1,1,0,-4.2,2025-01-30
Tyrese Maxey,PHI,DEN,L,39.08,15,26,0.577,6,11,0.545,6,8,0.75,0,2,2,9,2,0,5,2,42,32.1,2025-01-31
Trey Murphy III,NOP,BOS,L,38.68,15,20,0.75,8,12,0.667,2,3,0.667,0,5,5,4,1,0,4,5,40,30.9,2025-01-31
Jamal Murray,DEN,PHI,W,39.87,12,22,0.545,0,4,0.0,7,7,1.0,3,3,6,11,1,1,1,3,31,30.6,2025-01-31
Giannis Antetokounmpo,MIL,SAS,L,34.0,13,23,0.565,0,1,0.0,9,14,0.643,4,10,14,6,0,1,2,3,35,29.6,2025-01-31
Cade Cunningham,DET,DAL,W,35.97,17,30,0.567,3,8,0.375,3,3,1.0,2,4,6,4,1,0,3,0,40,29.2,2025-01-31
Nikola Jokić,DEN,PHI,W,37.47,11,16,0.688,2,3,0.667,4,5,0.8,2,7,9,13,2,0,6,3,28,28.2,2025-01-31
Victor Wembanyama,SAS,MIL,W,30.5,9,20,0.45,5,11,0.455,7,7,1.0,2,12,14,1,0,6,1,3,30,27.3,2025-01-31
Guerschon Yabusele,PHI,DEN,L,35.98,12,17,0.706,4,7,0.571,0,0,0.0,4,3,7,2,3,0,1,2,28,27.2,2025-01-31
Devin Booker,PHO,GSW,W,34.33,12,23,0.522,5,11,0.455,2,3,0.667,1,4,5,11,1,0,2,2,31,27.1,2025-01-31
Kelly Oubre Jr.,PHI,DEN,L,40.88,9,16,0.563,2,4,0.5,7,7,1.0,3,4,7,5,1,1,3,4,27,23.3,2025-01-31
Norman Powell,LAC,CHO,W,35.67,11,15,0.733,2,4,0.5,3,7,0.429,1,2,3,4,2,0,1,3,27,23.2,2025-01-31
Jaylen Brown,BOS,NOP,W,34.58,11,18,0.611,3,6,0.5,3,4,0.75,1,5,6,4,0,0,1,4,28,21.8,2025-01-31
Jalen Duren,DET,DAL,W,30.27,6,8,0.75,0,0,0.0,4,5,0.8,6,7,13,5,2,0,1,4,16,21.6,2025-01-31
Nikola Vučević,CHI,TOR,W,31.0,7,12,0.583,1,2,0.5,6,7,0.857,4,8,12,3,1,0,2,1,21,20.9,2025-01-31
Khris Middleton,MIL,SAS,L,22.65,8,9,0.889,3,4,0.75,2,2,1.0,0,4,4,2,0,1,1,0,21,20.2,2025-01-31
P.J. Washington,DAL,DET,L,35.67,8,17,0.471,4,6,0.667,2,2,1.0,5,8,13,1,1,2,1,3,22,20.1,2025-01-31
Coby White,CHI,TOR,W,33.32,9,16,0.563,5,8,0.625,2,2,1.0,0,4,4,6,1,0,3,2,25,20.0,2025-01-31
Michael Porter Jr.,DEN,PHI,W,29.03,10,14,0.714,2,3,0.667,2,2,1.0,1,5,6,0,0,1,0,3,24,19.9,2025-01-31
Jayson Tatum,BOS,NOP,W,38.5,10,21,0.476,4,10,0.4,3,5,0.6,1,5,6,10,1,0,5,2,27,19.9,2025-01-31
Keldon Johnson,SAS,MIL,W,25.33,10,15,0.667,4,5,0.8,0,0,0.0,0,4,4,2,0,0,0,2,24,19.3,2025-01-31
Daniel Gafford,DAL,DET,L,32.7,6,8,0.75,0,0,0.0,4,6,0.667,5,5,10,3,0,5,3,1,16,19.2,2025-01-31
Jose Alvarado,NOP,BOS,L,33.52,6,14,0.429,3,9,0.333,5,6,0.833,0,3,3,6,1,1,1,0,20,18.0,2025-01-31
Stephon Castle,SAS,MIL,W,30.1,5,14,0.357,3,6,0.5,7,10,0.7,2,6,8,6,0,0,0,1,20,18.0,2025-01-31
Kyrie Irving,DAL,DET,L,37.38,9,23,0.391,3,10,0.3,7,7,1.0,1,5,6,3,1,0,3,0,28,17.8,2025-01-31
Kristaps Porziņģis,BOS,NOP,W,30.45,5,12,0.417,2,7,0.286,4,8,0.5,1,4,5,6,3,4,1,3,16,17.7,2025-01-31
Damian Lillard,MIL,SAS,L,37.48,6,17,0.353,3,7,0.429,7,7,1.0,1,2,3,7,0,1,1,2,22,17.6,2025-01-31
Vasilije Micić,CHO,LAC,L,30.62,7,12,0.583,2,6,0.333,4,4,1.0,0,2,2,4,1,0,1,2,20,17.0,2025-01-31
Julian Strawther,DEN,PHI,W,18.97,6,7,0.857,4,5,0.8,2,2,1.0,0,2,2,0,1,0,0,1,18,16.7,2025-01-31
Tobias Harris,DET,DAL,W,30.72,7,12,0.583,1,3,0.333,2,2,1.0,1,2,3,1,1,3,0,0,17,16.5,2025-01-31
Andrew Wiggins,GSW,PHO,L,31.35,6,20,0.3,1,5,0.2,4,5,0.8,5,3,8,6,2,1,0,1,17,15.9,2025-01-31
Chris Paul,SAS,MIL,W,26.45,4,8,0.5,2,5,0.4,2,3,0.667,1,4,5,9,1,0,0,3,12,15.6,2025-01-31
Kevin Durant,PHO,GSW,W,29.35,6,13,0.462,5,9,0.556,2,4,0.5,0,6,6,3,1,1,1,2,19,15.3,2025-01-31
Miles Bridges,CHO,LAC,L,37.67,12,27,0.444,1,8,0.125,2,3,0.667,1,8,9,6,0,0,3,4,27,15.2,2025-01-31
Scottie Barnes,TOR,CHI,L,33.23,8,20,0.4,0,2,0.0,4,5,0.8,1,9,10,5,0,1,1,1,20,15.0,2025-01-31
Grayson Allen,PHO,GSW,W,23.45,4,6,0.667,3,5,0.6,0,0,0.0,0,6,6,7,1,0,0,3,11,14.9,2025-01-31
Derrick White,BOS,NOP,W,33.8,5,9,0.556,3,6,0.5,3,4,0.75,0,4,4,3,2,0,1,2,16,14.8,2025-01-31
Moses Moody,GSW,PHO,L,23.77,5,10,0.5,4,7,0.571,3,5,0.6,1,5,6,1,1,0,0,1,17,14.7,2025-01-31
Nick Richards,PHO,GSW,W,23.88,6,8,0.75,0,0,0.0,2,2,1.0,2,14,16,1,0,2,3,2,14,14.7,2025-01-31
Bradley Beal,PHO,GSW,W,28.33,9,12,0.75,3,3,1.0,0,1,0.0,1,1,2,2,2,0,5,2,21,14.4,2025-01-31
Josh Giddey,CHI,TOR,W,30.58,6,11,0.545,1,4,0.25,2,2,1.0,1,6,7,6,0,2,3,1,15,14.4,2025-01-31
Harrison Barnes,SAS,MIL,W,25.25,6,12,0.5,2,5,0.4,2,2,1.0,2,4,6,2,0,1,0,2,16,13.9,2025-01-31
Kawhi Leonard,LAC,CHO,W,28.15,8,17,0.471,4,7,0.571,1,2,0.5,1,8,9,2,1,1,3,3,21,13.9,2025-01-31
Ja'Kobe Walter,TOR,CHI,L,18.35,3,7,0.429,1,3,0.333,7,8,0.875,1,3,4,2,1,0,0,0,14,13.9,2025-01-31
Luke Kornet,BOS,NOP,W,15.88,4,4,1.0,0,0,0.0,3,3,1.0,1,1,2,3,1,1,0,2,11,13.8,2025-01-31
Jalen Smith,CHI,TOR,W,17.0,7,10,0.7,3,6,0.5,0,0,0.0,0,5,5,1,0,0,0,3,17,13.8,2025-01-31
Ivica Zubac,LAC,CHO,W,31.98,7,10,0.7,0,0,0.0,0,0,0.0,2,9,11,1,1,0,1,2,14,13.8,2025-01-31
Immanuel Quickley,TOR,CHI,L,15.45,5,8,0.625,3,5,0.6,1,2,0.5,1,3,4,2,0,1,0,0,14,13.7,2025-01-31
Mason Plumlee,PHO,GSW,W,15.02,4,5,0.8,0,0,0.0,2,3,0.667,0,6,6,3,0,4,0,2,10,13.6,2025-01-31
Moussa Diabaté,CHO,LAC,L,31.93,5,11,0.455,0,0,0.0,1,2,0.5,7,7,14,0,3,0,1,2,11,13.1,2025-01-31
Derrick Jones Jr.,LAC,CHO,W,33.25,6,9,0.667,0,1,0.0,0,2,0.0,2,6,8,3,0,2,1,0,12,13.0,2025-01-31
Jakob Poeltl,TOR,CHI,L,33.88,4,8,0.5,0,0,0.0,0,0,0.0,1,8,9,6,0,5,1,3,8,12.6,2025-01-31
Klay Thompson,DAL,DET,L,25.98,5,10,0.5,3,7,0.429,0,0,0.0,1,3,4,4,1,1,2,0,13,12.1,2025-01-31
Eric Gordon,PHI,DEN,L,28.78,4,4,1.0,3,3,1.0,0,0,0.0,0,0,0,2,2,0,1,1,11,11.8,2025-01-31
Dalen Terry,CHI,TOR,W,13.27,4,5,0.8,1,2,0.5,1,2,0.5,1,0,1,4,0,1,0,1,10,11.5,2025-01-31
Christian Braun,DEN,PHI,W,31.03,6,10,0.6,3,5,0.6,0,0,0.0,1,4,5,2,1,0,3,1,15,11.3,2025-01-31
Matas Buzelis,CHI,TOR,W,26.07,4,8,0.5,2,4,0.5,2,2,1.0,0,7,7,0,0,3,1,1,12,10.8,2025-01-31
Josh Green,CHO,LAC,L,37.3,4,4,1.0,2,2,1.0,0,0,0.0,0,4,4,1,0,0,0,0,10,10.7,2025-01-31
Tre Jones,SAS,MIL,W,16.73,3,5,0.6,1,2,0.5,2,3,0.667,0,0,0,7,1,0,1,2,9,10.4,2025-01-31
Buddy Hield,GSW,PHO,L,19.12,5,7,0.714,3,5,0.6,0,0,0.0,0,3,3,2,1,1,3,2,13,10.3,2025-01-31
RJ Barrett,TOR,CHI,L,31.48,8,17,0.471,1,4,0.25,2,6,0.333,0,9,9,3,0,0,2,4,19,9.9,2025-01-31
Brandin Podziemski,GSW,PHO,L,21.65,5,9,0.556,4,7,0.571,0,0,0.0,0,3,3,3,1,0,3,2,14,9.9,2025-01-31
Marcus Sasser,DET,DAL,W,20.08,4,10,0.4,0,5,0.0,2,2,1.0,0,2,2,4,2,0,0,1,10,9.6,2025-01-31
James Harden,LAC,CHO,W,37.38,4,12,0.333,1,6,0.167,5,5,1.0,0,5,5,10,1,0,6,3,14,9.5,2025-01-31
Justin Edwards,PHI,DEN,L,32.27,3,8,0.375,3,6,0.5,0,0,0.0,0,5,5,4,1,1,0,3,9,9.4,2025-01-31
Pat Connaughton,MIL,SAS,L,13.48,3,3,1.0,2,2,1.0,0,0,0.0,1,1,2,1,0,2,1,0,8,9.2,2025-01-31
Aaron Gordon,DEN,PHI,W,31.72,4,6,0.667,1,1,1.0,2,2,1.0,1,2,3,3,0,0,2,2,11,9.0,2025-01-31
Quinten Post,GSW,PHO,L,19.02,3,9,0.333,2,4,0.5,1,1,1.0,3,5,8,2,0,1,0,2,9,8.8,2025-01-31
Patrick Williams,CHI,TOR,W,28.72,4,11,0.364,2,5,0.4,1,2,0.5,1,8,9,1,1,1,0,3,11,8.8,2025-01-31
Stephen Curry,GSW,PHO,L,31.22,5,14,0.357,1,6,0.167,3,3,1.0,1,2,3,3,0,2,2,1,14,8.6,2025-01-31
Javonte Green,NOP,BOS,L,29.48,0,4,0.0,0,2,0.0,6,7,0.857,1,5,6,2,3,0,0,3,6,8.2,2025-01-31
Gradey Dick,TOR,CHI,L,28.9,4,12,0.333,2,7,0.286,3,4,0.75,1,1,2,1,1,0,0,1,13,8.1,2025-01-31
Taurean Prince,MIL,SAS,L,29.85,5,14,0.357,3,8,0.375,0,0,0.0,1,4,5,3,0,1,0,5,13,7.9,2025-01-31
Devin Vassell,SAS,MIL,W,27.35,5,13,0.385,2,8,0.25,0,0,0.0,0,2,2,3,0,1,0,1,12,7.9,2025-01-31
Amir Coffey,LAC,CHO,W,23.7,3,5,0.6,2,3,0.667,2,2,1.0,0,1,1,2,2,0,2,4,10,7.8,2025-01-31
Josh Okogie,CHO,LAC,L,14.48,3,7,0.429,0,2,0.0,2,2,1.0,1,1,2,0,3,2,2,0,8,7.7,2025-01-31
Ayo Dosunmu,CHI,TOR,W,35.17,2,9,0.222,2,6,0.333,0,0,0.0,0,4,4,8,1,1,1,1,6,7.6,2025-01-31
Julian Champagnie,SAS,MIL,W,17.52,2,5,0.4,2,5,0.4,0,0,0.0,3,2,5,1,1,0,0,1,6,7.3,2025-01-31
KJ Simpson,CHO,LAC,L,24.85,4,11,0.364,1,3,0.333,0,0,0.0,1,0,1,5,1,0,0,2,9,7.3,2025-01-31
Paul Reed,DET,DAL,W,17.73,3,7,0.429,0,1,0.0,0,0,0.0,4,3,7,2,1,0,0,3,6,7.2,2025-01-31
Dennis Schröder,GSW,PHO,L,20.88,2,8,0.25,1,5,0.2,0,2,0.0,1,5,6,5,4,1,1,4,5,7.2,2025-01-31
Blake Wesley,SAS,MIL,W,3.77,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,3,4,0,1,0,2,6.8,2025-01-31
Karlo Matković,NOP,BOS,L,18.3,3,6,0.5,1,1,1.0,0,0,0.0,1,3,4,1,1,1,1,1,7,6.6,2025-01-31
Ricky Council IV,PHI,DEN,L,15.38,4,10,0.4,2,5,0.4,0,1,0.0,1,1,2,1,2,0,1,1,10,6.5,2025-01-31
Tyus Jones,PHO,GSW,W,25.65,2,5,0.4,1,3,0.333,1,1,1.0,0,0,0,6,0,0,1,0,6,6.5,2025-01-31
Peyton Watson,DEN,PHI,W,26.82,3,4,0.75,0,1,0.0,0,0,0.0,1,3,4,3,0,0,1,2,6,6.3,2025-01-31
Royce O'Neale,PHO,GSW,W,24.17,2,4,0.5,2,4,0.5,0,0,0.0,0,2,2,4,0,0,0,3,6,6.2,2025-01-31
CJ McCollum,NOP,BOS,L,33.9,8,19,0.421,1,7,0.143,0,1,0.0,0,2,2,1,1,0,2,2,17,6.0,2025-01-31
Sam Hauser,BOS,NOP,W,14.45,3,6,0.5,3,6,0.5,0,0,0.0,0,4,4,1,1,0,3,0,9,5.9,2025-01-31
Olivier-Maxence Prosper,DAL,DET,L,13.75,1,3,0.333,0,0,0.0,2,2,1.0,1,2,3,2,0,2,1,0,4,5.4,2025-01-31
Brook Lopez,MIL,SAS,L,24.1,3,8,0.375,0,3,0.0,0,0,0.0,3,2,5,3,0,1,1,2,6,5.3,2025-01-31
Terance Mann,LAC,CHO,W,23.07,1,2,0.5,1,2,0.5,2,2,1.0,1,2,3,1,0,1,1,1,5,5.3,2025-01-31
Orlando Robinson,TOR,CHI,L,14.12,1,3,0.333,0,0,0.0,1,2,0.5,2,1,3,2,2,0,0,2,3,5.2,2025-01-31
Kyle Lowry,PHI,DEN,L,19.65,1,3,0.333,1,3,0.333,0,0,0.0,0,1,1,4,1,0,0,1,3,5.0,2025-01-31
Malik Beasley,DET,DAL,W,21.67,3,9,0.333,3,8,0.375,0,0,0.0,2,0,2,0,0,0,0,1,9,4.9,2025-01-31
Jrue Holiday,BOS,NOP,W,29.55,2,5,0.4,0,1,0.0,0,0,0.0,0,3,3,5,1,0,1,2,4,4.9,2025-01-31
Lonzo Ball,CHI,TOR,W,24.88,2,7,0.286,1,3,0.333,0,0,0.0,2,1,3,5,0,1,0,5,5,4.8,2025-01-31
Andre Jackson Jr.,MIL,SAS,L,14.95,3,7,0.429,1,2,0.5,0,1,0.0,1,3,4,0,1,1,1,1,7,4.8,2025-01-31
Davion Mitchell,TOR,CHI,L,23.47,3,7,0.429,3,4,0.75,0,0,0.0,0,1,1,2,0,0,2,1,9,4.6,2025-01-31
Chris Livingston,MIL,SAS,L,3.77,0,1,0.0,0,0,0.0,2,2,1.0,3,0,3,0,1,0,0,0,2,4.4,2025-01-31
Taj Gibson,CHO,LAC,L,16.07,2,5,0.4,0,0,0.0,0,0,0.0,3,4,7,0,0,1,1,0,4,4.3,2025-01-31
Naji Marshall,DAL,DET,L,22.05,3,9,0.333,1,4,0.25,0,0,0.0,1,2,3,1,0,1,0,1,7,4.2,2025-01-31
Brandon Boston Jr.,NOP,BOS,L,29.78,5,11,0.455,0,3,0.0,0,0,0.0,0,5,5,2,0,0,2,3,10,4.0,2025-01-31
Kylor Kelley,DAL,DET,L,8.07,2,3,0.667,0,0,0.0,0,0,0.0,2,0,2,0,0,1,0,2,4,4.0,2025-01-31
Seth Curry,CHO,LAC,L,11.25,2,6,0.333,1,5,0.2,2,2,1.0,0,1,1,0,0,0,0,0,7,3.9,2025-01-31
Simone Fontecchio,DET,DAL,W,15.5,1,6,0.167,0,3,0.0,2,2,1.0,1,1,2,1,2,0,0,0,4,3.9,2025-01-31
Kevin Porter Jr.,LAC,CHO,W,19.03,3,9,0.333,1,4,0.25,0,0,0.0,1,3,4,3,0,0,1,2,7,3.8,2025-01-31
Bol Bol,PHO,GSW,W,4.8,1,1,1.0,0,0,0.0,2,2,1.0,0,1,1,1,0,0,1,0,4,3.7,2025-01-31
Zach Collins,SAS,MIL,W,3.77,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,1,0,1,3,3.7,2025-01-31
Yves Missi,NOP,BOS,L,29.7,3,7,0.429,0,0,0.0,0,2,0.0,5,8,13,0,0,0,3,2,6,3.6,2025-01-31
Ausar Thompson,DET,DAL,W,23.3,1,4,0.25,0,0,0.0,0,0,0.0,0,4,4,0,1,3,0,1,2,3.5,2025-01-31
Kyle Anderson,GSW,PHO,L,12.22,2,3,0.667,0,1,0.0,0,0,0.0,1,1,2,1,0,0,1,0,4,3.4,2025-01-31
Sandro Mamukelashvili,SAS,MIL,W,3.77,2,3,0.667,1,1,1.0,0,0,0.0,0,0,0,0,0,1,1,0,5,3.4,2025-01-31
Jeremy Sochan,SAS,MIL,W,21.93,1,4,0.25,0,0,0.0,0,0,0.0,3,4,7,2,0,1,0,4,2,3.4,2025-01-31
Malaki Branham,SAS,MIL,W,3.77,1,1,1.0,1,1,1.0,0,0,0.0,0,2,2,0,0,0,0,0,3,3.3,2025-01-31
Spencer Dinwiddie,DAL,DET,L,23.43,2,7,0.286,0,3,0.0,1,2,0.5,0,1,1,4,0,0,0,1,5,3.2,2025-01-31
Tim Hardaway Jr.,DET,DAL,W,28.13,3,10,0.3,2,5,0.4,1,2,0.5,1,4,5,1,0,0,1,3,9,3.2,2025-01-31
Al Horford,BOS,NOP,W,25.48,1,5,0.2,0,2,0.0,2,2,1.0,1,3,4,0,0,1,0,0,4,3.2,2025-01-31
Payton Pritchard,BOS,NOP,W,17.27,1,4,0.25,1,3,0.333,0,0,0.0,0,1,1,0,3,1,1,1,3,3.2,2025-01-31
Garrett Temple,TOR,CHI,L,2.53,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,0,2,3.1,2025-01-31
Gui Santos,GSW,PHO,L,19.08,1,3,0.333,0,1,0.0,3,4,0.75,0,1,1,2,0,0,1,2,5,2.8,2025-01-31
Russell Westbrook,DEN,PHI,W,25.1,2,3,0.667,0,1,0.0,0,0,0.0,0,0,0,7,2,0,6,2,4,2.8,2025-01-31
Oso Ighodaro,PHO,GSW,W,4.8,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,1,0,2,2.7,2025-01-31
Kevon Looney,GSW,PHO,L,14.88,1,2,0.5,0,0,0.0,0,1,0.0,1,3,4,1,1,0,0,3,2,2.7,2025-01-31
Jeremiah Robinson-Earl,NOP,BOS,L,13.38,1,2,0.5,1,2,0.5,0,0,0.0,1,4,5,0,0,0,1,1,3,2.5,2025-01-31
Ochai Agbaji,TOR,CHI,L,21.63,2,6,0.333,0,4,0.0,0,0,0.0,0,2,2,1,1,1,1,1,4,2.2,2025-01-31
Adem Bona,PHI,DEN,L,11.58,1,2,0.5,0,0,0.0,0,0,0.0,1,0,1,0,0,1,0,1,2,2.0,2025-01-31
Collin Gillespie,PHO,GSW,W,4.07,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,2.0,2025-01-31
Reggie Jackson,PHI,DEN,L,16.38,1,4,0.25,0,1,0.0,0,0,0.0,2,0,2,2,0,0,0,1,2,2.0,2025-01-31
Ryan Dunn,PHO,GSW,W,12.55,2,5,0.4,0,1,0.0,0,0,0.0,0,1,1,2,0,0,0,3,4,1.8,2025-01-31
Kobe Brown,LAC,CHO,W,7.13,1,2,0.5,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,1.7,2025-01-31
Ron Holland,DET,DAL,W,13.6,2,8,0.25,0,1,0.0,0,0,0.0,1,2,3,0,3,0,1,2,4,1.7,2025-01-31
Stanley Umude,MIL,SAS,L,3.77,1,2,0.5,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,1.7,2025-01-31
Trayce Jackson-Davis,GSW,PHO,L,8.65,0,2,0.0,0,0,0.0,2,2,1.0,1,0,1,0,0,0,0,0,2,1.3,2025-01-31
Nick Smith Jr.,CHO,LAC,L,25.5,3,12,0.25,0,3,0.0,2,2,1.0,0,2,2,1,1,0,1,2,8,1.3,2025-01-31
Jamal Cain,NOP,BOS,L,5.1,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,1,3,3,0.5,2025-01-31
DaQuan Jeffries,CHO,LAC,L,10.33,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,2,0,0,4,0,0.4,2025-01-31
Dante Exum,DAL,DET,L,14.0,1,2,0.5,0,1,0.0,1,2,0.5,0,2,2,1,0,0,2,2,3,0.1,2025-01-31
Sidy Cissoko,SAS,MIL,W,3.77,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-01-31
Jordan Miller,LAC,CHO,W,0.63,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-01-31
Wendell Moore Jr.,DET,DAL,W,1.52,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-01-31
Jaden Springer,BOS,NOP,W,0.03,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-01-31
Bruce Brown,TOR,CHI,L,16.95,0,3,0.0,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,0,0,-0.4,2025-01-31
Kessler Edwards,DAL,DET,L,9.83,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,1,1,1,1,2,0,-0.5,2025-01-31
Dejounte Murray,NOP,BOS,L,8.15,2,6,0.333,0,0,0.0,0,0,0.0,2,3,5,0,0,0,3,1,4,-0.5,2025-01-31
Lindy Waters III,GSW,PHO,L,5.92,0,3,0.0,0,2,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,-0.8,2025-01-31
MarJon Beauchamp,MIL,SAS,L,3.77,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,0,0,-1.0,2025-01-31
Damion Lee,PHO,GSW,W,4.8,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1.1,2025-01-31
Bobi Klintman,DET,DAL,W,1.52,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1.4,2025-01-31
Monte Morris,PHO,GSW,W,4.8,0,3,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,1,0,-1.5,2025-01-31
A.J. Green,MIL,SAS,L,17.63,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,0,1,0,0,3,0,-1.7,2025-01-31
Gary Payton II,GSW,PHO,L,12.25,1,6,0.167,0,1,0.0,1,2,0.5,0,3,3,0,0,0,1,1,3,-1.7,2025-01-31
Jaden Hardy,DAL,DET,L,6.93,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,-2.1,2025-01-31
Gary Trent Jr.,MIL,SAS,L,24.03,1,7,0.143,0,3,0.0,0,0,0.0,0,2,2,0,0,0,0,1,2,-2.3,2025-01-31
Quentin Grimes,DAL,DET,L,10.2,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,2,0,-3.5,2025-01-31
Ryan Rollins,MIL,SAS,L,10.52,0,5,0.0,0,4,0.0,0,0,0.0,1,0,1,2,0,0,2,2,0,-4.2,2025-01-31
Nikola Jokić,DEN,CHO,W,36.55,9,17,0.529,2,7,0.286,8,9,0.889,1,12,13,17,4,1,4,2,28,35.4,2025-02-01
Bam Adebayo,MIA,SAS,W,37.7,13,21,0.619,2,5,0.4,2,2,1.0,3,9,12,9,2,3,3,1,30,32.3,2025-02-01
Aaron Wiggins,OKC,SAC,W,39.88,16,30,0.533,6,14,0.429,3,4,0.75,6,8,14,3,0,0,2,2,41,31.9,2025-02-01
Josh Hart,NYK,LAL,L,38.2,11,16,0.688,1,5,0.2,3,4,0.75,4,9,13,11,2,0,2,1,26,31.6,2025-02-01
Trae Young,ATL,IND,L,36.93,11,26,0.423,5,15,0.333,7,7,1.0,0,3,3,17,2,0,5,2,34,29.2,2025-02-01
Franz Wagner,ORL,UTA,L,33.9,8,21,0.381,3,11,0.273,18,20,0.9,1,5,6,1,1,1,1,3,37,27.1,2025-02-01
Devin Booker,PHO,POR,L,34.6,11,18,0.611,2,6,0.333,13,14,0.929,0,4,4,5,0,0,5,3,37,26.9,2025-02-01
Austin Reaves,LAL,NYK,W,29.48,7,12,0.583,4,7,0.571,9,9,1.0,0,5,5,6,3,0,3,3,27,25.9,2025-02-01
Jaden McDaniels,MIN,WAS,L,40.32,8,16,0.5,3,5,0.6,4,5,0.8,2,10,12,4,4,1,1,0,23,25.5,2025-02-01
LeBron James,LAL,NYK,W,36.82,14,26,0.538,3,8,0.375,2,4,0.5,0,11,11,12,0,0,5,3,33,25.1,2025-02-01
Shai Gilgeous-Alexander,OKC,SAC,W,30.15,10,20,0.5,1,6,0.167,8,10,0.8,3,3,6,9,0,2,4,2,29,24.1,2025-02-01
Cole Anthony,ORL,UTA,L,26.62,7,11,0.636,2,5,0.4,7,7,1.0,2,5,7,4,1,1,1,3,23,23.3,2025-02-01
Christian Braun,DEN,CHO,W,38.42,9,15,0.6,2,5,0.4,4,4,1.0,1,10,11,2,2,0,0,3,24,23.0,2025-02-01
